season,adp_name,adp_team,adp_overall,ppr_points,ppr_ppg,adp_residual_ppr,workload_residual_ppr,prior_carries,prior_targets,prior_touch_share,prior_i20_share,prior_i10_share,prior_i5_share,prior_highest_teammate_i20_name,prior_highest_teammate_i20_position,prior_highest_teammate_i20_share,prior_highest_teammate_i20_rush_tds,prior_highest_teammate_i10_name,prior_highest_teammate_i10_position,prior_highest_teammate_i10_share,prior_highest_teammate_i10_rush_tds,prior_highest_teammate_i5_name,prior_highest_teammate_i5_position,prior_highest_teammate_i5_share,prior_highest_teammate_i5_rush_tds,prior_highest_other_rb_i5_share,prior_non_rb_i10_share,prior_non_rb_i5_share,prior_qb_i5_share,prior_te_hybrid_i5_share,prior_short_yardage_specialist,prior_specialist_name,prior_specialist_position,prior_rb_i5_hhi
2023,Rashaad Penny,PHI,97.300000,4.800000,1.600000,-129.234085,-107.254648,57.000000,5.000000,0.075123,0.073529,0.047619,0.000000,Kenneth Walker,RB,0.750000,7.000000,Kenneth Walker,RB,0.761905,2.000000,Kenneth Walker,RB,1.000000,2.000000,1.000000,0.095238,0.000000,0.000000,0.000000,1.000000,Kenneth Walker,RB,1.000000
2025,Justice Hill,BAL,167.300000,65.200000,8.150000,-0.811397,-15.899304,47.000000,51.000000,0.103609,0.067416,0.066667,0.043478,Derrick Henry,RB,0.629213,13.000000,Derrick Henry,RB,0.711111,13.000000,Derrick Henry,RB,0.869565,10.000000,0.869565,0.222222,0.086957,0.086957,0.000000,1.000000,Derrick Henry,RB,0.909297
2025,Keaton Mitchell,LAC,174.300000,55.400000,4.616667,-3.804747,8.148895,15.000000,1.000000,0.018626,0.000000,0.000000,0.000000,Derrick Henry,RB,0.629213,13.000000,Derrick Henry,RB,0.711111,13.000000,Derrick Henry,RB,0.869565,10.000000,0.869565,0.222222,0.086957,0.086957,0.000000,1.000000,Derrick Henry,RB,0.909297
2023,Zamir White,LV,153.700000,75.900000,5.838462,5.706641,8.828964,17.000000,0.000000,0.021711,0.035088,0.000000,0.000000,Josh Jacobs,RB,0.771930,10.000000,Josh Jacobs,RB,0.857143,8.000000,Josh Jacobs,RB,0.866667,5.000000,0.866667,0.035714,0.000000,0.000000,0.000000,1.000000,Josh Jacobs,RB,0.768889
2025,Braelon Allen,NYJ,148.000000,17.300000,4.325000,-67.478304,-89.517262,92.000000,27.000000,0.148794,0.244444,0.263158,0.153846,Breece Hall,RB,0.577778,5.000000,Breece Hall,RB,0.684211,3.000000,Breece Hall,RB,0.846154,3.000000,0.846154,0.052632,0.000000,0.000000,0.000000,1.000000,Breece Hall,RB,0.739645
2024,Chase Brown,CIN,91.900000,255.000000,15.937500,113.441154,111.212577,44.000000,15.000000,0.073698,0.090909,0.021739,0.000000,Joe Mixon,RB,0.766234,9.000000,Joe Mixon,RB,0.826087,8.000000,Joe Mixon,RB,0.840000,7.000000,0.840000,0.130435,0.160000,0.160000,0.000000,1.000000,Joe Mixon,RB,1.000000
2022,Nyheim Hines,BUF,93.900000,0.000000,0.000000,-145.691169,-134.030127,56.000000,57.000000,0.118372,0.045872,0.040000,0.000000,Jonathan Taylor,RB,0.816514,14.000000,Jonathan Taylor,RB,0.820000,13.000000,Jonathan Taylor,RB,0.833333,12.000000,0.833333,0.120000,0.138889,0.138889,0.000000,1.000000,Jonathan Taylor,RB,0.937565
2023,D'Andre Swift,PHI,75.900000,201.300000,12.581250,43.042661,43.555932,100.000000,70.000000,0.173709,0.250000,0.187500,0.116279,Jamaal Williams,RB,0.590000,16.000000,Jamaal Williams,RB,0.718750,15.000000,Jamaal Williams,RB,0.790698,14.000000,0.790698,0.046875,0.046512,0.023256,0.023256,1.000000,Jamaal Williams,RB,0.704938
2024,Tyjae Spears,TEN,91.400000,113.600000,9.466667,-28.463441,-21.957550,100.000000,70.000000,0.207367,0.196429,0.156250,0.142857,Derrick Henry,RB,0.660714,10.000000,Derrick Henry,RB,0.750000,8.000000,Derrick Henry,RB,0.761905,7.000000,0.761905,0.093750,0.095238,0.095238,0.000000,1.000000,Derrick Henry,RB,0.734072
2023,Aaron Jones Sr.,GB,38.900000,136.900000,12.445455,-63.238667,-69.493958,213.000000,73.000000,0.337888,0.469697,0.321429,0.214286,A.J. Dillon,RB,0.424242,6.000000,A.J. Dillon,RB,0.607143,5.000000,A.J. Dillon,RB,0.714286,4.000000,0.714286,0.035714,0.071429,0.071429,0.000000,1.000000,A.J. Dillon,RB,0.644970
2024,J.K. Dobbins,LAC,116.200000,190.800000,14.676923,73.764490,112.012829,8.000000,3.000000,0.011669,0.008850,0.016393,0.029412,Gus Edwards,RB,0.353982,13.000000,Gus Edwards,RB,0.508197,13.000000,Gus Edwards,RB,0.705882,12.000000,0.705882,0.245902,0.147059,0.147059,0.000000,1.000000,Gus Edwards,RB,0.705113
2023,Tony Pollard,DAL,15.200000,222.600000,13.094118,-4.365355,-13.248369,193.000000,55.000000,0.265750,0.302632,0.285714,0.259259,Ezekiel Elliott,RB,0.513158,12.000000,Ezekiel Elliott,RB,0.619048,11.000000,Ezekiel Elliott,RB,0.703704,9.000000,0.703704,0.071429,0.037037,0.000000,0.037037,1.000000,Ezekiel Elliott,RB,0.606509
2025,Jaylen Wright,MIA,171.800000,50.200000,5.577778,-11.435693,-32.362033,68.000000,6.000000,0.083138,0.070423,0.000000,0.000000,De'Von Achane,RB,0.535211,5.000000,De'Von Achane,RB,0.589744,4.000000,De'Von Achane,RB,0.700000,3.000000,0.700000,0.076923,0.050000,0.050000,0.000000,1.000000,De'Von Achane,RB,0.590028
2024,De'Von Achane,MIA,21.400000,299.900000,17.641176,87.193204,93.280593,103.000000,37.000000,0.156250,0.244681,0.200000,0.166667,Raheem Mostert,RB,0.500000,16.000000,Raheem Mostert,RB,0.600000,13.000000,Raheem Mostert,RB,0.666667,12.000000,0.666667,0.072727,0.100000,0.066667,0.033333,1.000000,Raheem Mostert,RB,0.585734
2025,Tyler Allgeier,ARI,154.500000,123.000000,7.235294,44.542157,52.543675,138.000000,13.000000,0.178066,0.288889,0.274510,0.259259,Bijan Robinson,RB,0.677778,13.000000,Bijan Robinson,RB,0.686275,12.000000,Bijan Robinson,RB,0.666667,11.000000,0.666667,0.039216,0.074074,0.074074,0.000000,1.000000,Bijan Robinson,RB,0.596800
2022,Alexander Mattison,MIN,128.900000,88.400000,5.200000,-20.728408,-39.398238,135.000000,39.000000,0.198337,0.355556,0.300000,0.192308,Dalvin Cook,RB,0.522222,5.000000,Dalvin Cook,RB,0.560000,4.000000,Dalvin Cook,RB,0.653846,3.000000,0.653846,0.040000,0.038462,0.038462,0.000000,1.000000,Dalvin Cook,RB,0.510400
2025,Trey Benson,ARI,142.200000,35.400000,8.850000,-55.018100,-66.061142,63.000000,6.000000,0.082833,0.036585,0.029412,0.043478,James Conner,RB,0.658537,8.000000,James Conner,RB,0.705882,8.000000,James Conner,RB,0.652174,6.000000,0.652174,0.176471,0.173913,0.130435,0.043478,1.000000,James Conner,RB,0.650970
2024,Zach Charbonnet,SEA,130.700000,182.100000,10.711765,79.697756,63.263801,108.000000,40.000000,0.189771,0.314286,0.351351,0.260870,Kenneth Walker,RB,0.542857,7.000000,Kenneth Walker,RB,0.513514,6.000000,Kenneth Walker,RB,0.652174,5.000000,0.652174,0.135135,0.086957,0.043478,0.043478,1.000000,Kenneth Walker,RB,0.591837
2023,Rachaad White,TB,68.100000,271.900000,15.994118,104.813624,67.781814,130.000000,58.000000,0.207135,0.250000,0.200000,0.235294,Leonard Fournette,RB,0.562500,3.000000,Leonard Fournette,RB,0.633333,3.000000,Leonard Fournette,RB,0.647059,3.000000,0.647059,0.133333,0.117647,0.117647,0.000000,1.000000,Leonard Fournette,RB,0.608889
2023,Jerome Ford,CLE,157.400000,211.200000,12.423529,145.194774,148.232413,8.000000,0.000000,0.009368,0.000000,0.000000,0.000000,Nick Chubb,RB,0.525000,9.000000,Nick Chubb,RB,0.567568,7.000000,Nick Chubb,RB,0.619048,6.000000,0.619048,0.108108,0.142857,0.142857,0.000000,1.000000,Nick Chubb,RB,0.598765
2023,Samaje Perine,DEN,99.300000,125.300000,7.370588,-6.470230,-5.356457,96.000000,51.000000,0.168766,0.240000,0.148936,0.071429,Joe Mixon,RB,0.520000,7.000000,Joe Mixon,RB,0.617021,6.000000,Joe Mixon,RB,0.607143,6.000000,0.607143,0.234043,0.321429,0.285714,0.035714,1.000000,Joe Mixon,RB,0.811634
2022,Tony Pollard,DAL,70.800000,248.800000,15.550000,78.977409,58.114062,130.000000,47.000000,0.187361,0.200000,0.083333,0.071429,Ezekiel Elliott,RB,0.512500,10.000000,Ezekiel Elliott,RB,0.555556,7.000000,Ezekiel Elliott,RB,0.607143,7.000000,0.607143,0.333333,0.285714,0.214286,0.071429,1.000000,Ezekiel Elliott,RB,0.735000
2023,Alexander Mattison,MIN,56.900000,137.200000,8.575000,-42.563967,-36.712512,74.000000,18.000000,0.105701,0.200000,0.266667,0.142857,Dalvin Cook,RB,0.600000,6.000000,Dalvin Cook,RB,0.533333,6.000000,Dalvin Cook,RB,0.607143,6.000000,0.607143,0.155556,0.178571,0.142857,0.035714,1.000000,Dalvin Cook,RB,0.584121
2025,Isiah Pacheco,DET,66.800000,87.300000,6.715385,-76.435447,-47.412589,83.000000,16.000000,0.114183,0.121951,0.125000,0.107143,Kareem Hunt,RB,0.524390,7.000000,Kareem Hunt,RB,0.600000,7.000000,Kareem Hunt,RB,0.607143,6.000000,0.607143,0.100000,0.107143,0.035714,0.071429,1.000000,Kareem Hunt,RB,0.504000
2022,Chase Edmonds,DEN,69.600000,0.000000,0.000000,-171.076172,-169.632454,116.000000,53.000000,0.177852,0.202020,0.218182,0.166667,James Conner,RB,0.424242,15.000000,James Conner,RB,0.509091,12.000000,James Conner,RB,0.600000,10.000000,0.600000,0.254545,0.233333,0.166667,0.066667,1.000000,James Conner,RB,0.659735
2024,Rico Dowdle,DAL,118.900000,201.800000,12.612500,87.489305,64.667142,89.000000,22.000000,0.121143,0.146789,0.115385,0.133333,Tony Pollard,RB,0.568807,5.000000,Tony Pollard,RB,0.596154,5.000000,Tony Pollard,RB,0.600000,3.000000,0.600000,0.230769,0.166667,0.100000,0.066667,1.000000,Tony Pollard,RB,0.552000
2023,Damien Harris,BUF,110.600000,19.000000,3.166667,-99.979446,-83.736194,106.000000,23.000000,0.161629,0.209677,0.187500,0.200000,Rhamondre Stevenson,RB,0.516129,3.000000,Rhamondre Stevenson,RB,0.593750,3.000000,Rhamondre Stevenson,RB,0.600000,2.000000,0.600000,0.125000,0.100000,0.050000,0.050000,1.000000,Rhamondre Stevenson,RB,0.500000
2022,Rhamondre Stevenson,NE,76.000000,251.100000,14.770588,86.709590,87.917036,133.000000,18.000000,0.175627,0.252525,0.215686,0.214286,Damien Harris,RB,0.464646,13.000000,Damien Harris,RB,0.588235,11.000000,Damien Harris,RB,0.571429,9.000000,0.571429,0.039216,0.000000,0.000000,0.000000,1.000000,Damien Harris,RB,0.395408
2022,J.D. McKissic,WAS,110.200000,53.800000,6.725000,-74.863369,-84.696928,49.000000,54.000000,0.111111,0.084337,0.104167,0.125000,Antonio Gibson,RB,0.578313,7.000000,Antonio Gibson,RB,0.541667,6.000000,Antonio Gibson,RB,0.562500,6.000000,0.562500,0.250000,0.218750,0.218750,0.000000,1.000000,Antonio Gibson,RB,0.552000
2024,Ty Chandler,MIN,130.300000,28.400000,2.840000,-74.405920,-97.906432,102.000000,25.000000,0.151665,0.203704,0.178571,0.187500,Alexander Mattison,RB,0.444444,0.000000,Alexander Mattison,RB,0.428571,0.000000,Alexander Mattison,RB,0.562500,0.000000,0.562500,0.285714,0.187500,0.187500,0.000000,1.000000,Alexander Mattison,RB,0.538462
2022,Clyde Edwards-Helaire,KC,54.300000,98.300000,10.922222,-88.759321,-91.523302,119.000000,24.000000,0.160465,0.166667,0.166667,0.120000,Darrel Williams,RB,0.404762,6.000000,Darrel Williams,RB,0.476190,6.000000,Darrel Williams,RB,0.560000,6.000000,0.560000,0.261905,0.200000,0.080000,0.120000,1.000000,Darrel Williams,RB,0.525000
2024,Rhamondre Stevenson,NE,62.000000,177.500000,11.833333,5.766350,2.294460,156.000000,51.000000,0.254593,0.413043,0.400000,0.333333,Ezekiel Elliott,RB,0.478261,3.000000,Ezekiel Elliott,RB,0.550000,3.000000,Ezekiel Elliott,RB,0.555556,2.000000,0.555556,0.050000,0.111111,0.111111,0.000000,1.000000,Ezekiel Elliott,RB,0.531250
2024,Jaylen Warren,PIT,79.600000,126.100000,8.406667,-27.871893,-25.990395,149.000000,74.000000,0.266160,0.260274,0.205128,0.227273,Najee Harris,RB,0.616438,8.000000,Najee Harris,RB,0.615385,8.000000,Najee Harris,RB,0.545455,5.000000,0.545455,0.179487,0.227273,0.227273,0.000000,1.000000,Najee Harris,RB,0.584775
2025,Tyjae Spears,TEN,139.000000,111.700000,8.592308,18.170288,3.954581,84.000000,35.000000,0.145408,0.190476,0.230769,0.363636,Tony Pollard,RB,0.539683,3.000000,Tony Pollard,RB,0.576923,3.000000,Tony Pollard,RB,0.545455,2.000000,0.545455,0.153846,0.000000,0.000000,0.000000,1.000000,Tony Pollard,RB,0.438017
2024,Elijah Mitchell,SF,129.800000,0.000000,0.000000,-103.310515,-115.542104,75.000000,8.000000,0.099877,0.152381,0.214286,0.264706,Christian McCaffrey,RB,0.619048,13.000000,Christian McCaffrey,RB,0.607143,11.000000,Christian McCaffrey,RB,0.529412,9.000000,0.529412,0.107143,0.147059,0.088235,0.058824,1.000000,Christian McCaffrey,RB,0.483948
2024,Jordan Mason,SF,149.100000,116.900000,9.741667,33.066867,17.773859,40.000000,4.000000,0.053021,0.047619,0.035714,0.029412,Christian McCaffrey,RB,0.619048,13.000000,Christian McCaffrey,RB,0.607143,11.000000,Christian McCaffrey,RB,0.529412,9.000000,0.529412,0.107143,0.147059,0.088235,0.058824,1.000000,Christian McCaffrey,RB,0.483948
2022,Cam Akers,LAR,33.100000,145.300000,9.686667,-63.905908,-43.655866,5.000000,3.000000,0.009889,0.024390,0.000000,0.000000,Sony Michel,RB,0.560976,4.000000,Sony Michel,RB,0.600000,4.000000,Darrell Henderson,RB,0.529412,5.000000,0.529412,0.075000,0.058824,0.058824,0.000000,1.000000,Darrell Henderson,RB,0.507812
2024,Jahmyr Gibbs,DET,9.400000,354.800000,20.870588,129.982915,110.399345,182.000000,72.000000,0.263811,0.355140,0.344262,0.305556,David Montgomery,RB,0.495327,11.000000,David Montgomery,RB,0.508197,11.000000,David Montgomery,RB,0.527778,9.000000,0.527778,0.065574,0.055556,0.055556,0.000000,1.000000,David Montgomery,RB,0.430796
2024,Zamir White,LV,67.800000,33.300000,4.162500,-132.580344,-127.470337,104.000000,19.000000,0.159091,0.231884,0.184211,0.157895,Josh Jacobs,RB,0.550725,5.000000,Josh Jacobs,RB,0.578947,5.000000,Josh Jacobs,RB,0.526316,5.000000,0.526316,0.157895,0.263158,0.210526,0.052632,1.000000,Josh Jacobs,RB,0.561224
2023,Chuba Hubbard,CAR,160.700000,182.500000,10.735294,120.230136,124.029921,95.000000,17.000000,0.145917,0.200000,0.138889,0.047619,D'Onta Foreman,RB,0.450000,5.000000,D'Onta Foreman,RB,0.472222,3.000000,D'Onta Foreman,RB,0.523810,3.000000,0.523810,0.222222,0.285714,0.142857,0.000000,1.000000,D'Onta Foreman,RB,0.564444
2025,Travis Etienne Jr.,NO,101.200000,253.900000,14.935294,123.614377,139.833545,150.000000,52.000000,0.252000,0.300000,0.250000,0.227273,Tank Bigsby,RB,0.500000,6.000000,Tank Bigsby,RB,0.525000,5.000000,Tank Bigsby,RB,0.500000,4.000000,0.500000,0.150000,0.227273,0.227273,0.000000,1.000000,Tank Bigsby,RB,0.508651
2023,Zack Moss,IND,163.000000,167.600000,11.971429,107.933570,67.375816,93.000000,13.000000,0.096270,0.210526,0.212121,0.166667,Jonathan Taylor,RB,0.421053,3.000000,Jonathan Taylor,RB,0.484848,3.000000,Jonathan Taylor,RB,0.500000,3.000000,0.500000,0.242424,0.222222,0.166667,0.000000,1.000000,Jonathan Taylor,RB,0.469388
2025,Rachaad White,WAS,138.400000,143.000000,8.411765,48.886861,41.285625,144.000000,57.000000,0.221843,0.276316,0.309524,0.307692,Bucky Irving,RB,0.500000,8.000000,Bucky Irving,RB,0.523810,6.000000,Bucky Irving,RB,0.500000,4.000000,0.500000,0.095238,0.076923,0.076923,0.000000,1.000000,Bucky Irving,RB,0.420139
2024,Nick Chubb,CLE,65.000000,65.300000,8.162500,-103.406078,-95.650294,28.000000,4.000000,0.036824,0.038462,0.052632,0.000000,Kareem Hunt,RB,0.448718,9.000000,Kareem Hunt,RB,0.394737,8.000000,Kareem Hunt,RB,0.480000,7.000000,0.480000,0.157895,0.160000,0.160000,0.000000,1.000000,Kareem Hunt,RB,0.428571
2024,Jerome Ford,CLE,98.500000,134.000000,9.571429,-0.898187,-47.821602,206.000000,63.000000,0.287687,0.230769,0.315789,0.240000,Kareem Hunt,RB,0.448718,9.000000,Kareem Hunt,RB,0.394737,8.000000,Kareem Hunt,RB,0.480000,7.000000,0.480000,0.157895,0.160000,0.160000,0.000000,1.000000,Kareem Hunt,RB,0.428571
2022,Kareem Hunt,CLE,68.900000,126.800000,7.458824,-45.007427,-36.914916,79.000000,27.000000,0.127204,0.195652,0.186047,0.217391,Nick Chubb,RB,0.445652,5.000000,Nick Chubb,RB,0.511628,4.000000,Nick Chubb,RB,0.478261,4.000000,0.478261,0.093023,0.130435,0.043478,0.086957,1.000000,Nick Chubb,RB,0.380000
2022,Javonte Williams,DEN,20.200000,44.000000,11.000000,-178.681897,-173.831327,203.000000,53.000000,0.306351,0.364706,0.466667,0.434783,Melvin Gordon,RB,0.470588,6.000000,Melvin Gordon,RB,0.466667,5.000000,Melvin Gordon,RB,0.478261,4.000000,0.478261,0.066667,0.086957,0.086957,0.000000,1.000000,Melvin Gordon,RB,0.501134
2025,Ray Davis,BUF,155.900000,58.100000,5.810000,-18.996513,-34.922030,113.000000,19.000000,0.162500,0.172727,0.116667,0.093750,James Cook,RB,0.436364,12.000000,James Cook,RB,0.483333,11.000000,James Cook,RB,0.468750,7.000000,0.468750,0.333333,0.343750,0.343750,0.000000,1.000000,James Cook,RB,0.541950
2025,Kenneth Walker,KC,44.000000,191.900000,11.288235,5.994321,28.037829,153.000000,53.000000,0.254151,0.389831,0.428571,0.428571,Zach Charbonnet,RB,0.406780,6.000000,Zach Charbonnet,RB,0.485714,6.000000,Zach Charbonnet,RB,0.464286,4.000000,0.464286,0.085714,0.107143,0.107143,0.000000,1.000000,Zach Charbonnet,RB,0.500800
2023,Jaylen Warren,PIT,119.800000,200.400000,11.788235,91.834290,87.118893,77.000000,33.000000,0.122807,0.166667,0.100000,0.076923,Najee Harris,RB,0.538462,7.000000,Najee Harris,RB,0.550000,6.000000,Najee Harris,RB,0.461538,4.000000,0.461538,0.275000,0.384615,0.307692,0.038462,1.000000,Najee Harris,RB,0.585938
2025,Jaylen Warren,PIT,76.300000,217.100000,13.568750,62.602150,66.270422,120.000000,47.000000,0.188095,0.182796,0.122449,0.153846,Najee Harris,RB,0.548387,5.000000,Najee Harris,RB,0.530612,5.000000,Najee Harris,RB,0.461538,3.000000,0.461538,0.306122,0.307692,0.307692,0.000000,1.000000,Najee Harris,RB,0.500000
2025,Jahmyr Gibbs,DET,5.100000,368.600000,21.682353,144.868793,138.035448,250.000000,63.000000,0.329694,0.457627,0.393939,0.435897,David Montgomery,RB,0.423729,12.000000,David Montgomery,RB,0.515152,11.000000,David Montgomery,RB,0.461538,8.000000,0.461538,0.045455,0.076923,0.051282,0.025641,1.000000,David Montgomery,RB,0.473765
2023,Miles Sanders,CAR,52.900000,91.600000,5.725000,-92.691678,-96.148473,260.000000,26.000000,0.320000,0.396825,0.360000,0.312500,Jalen Hurts,QB,0.341270,11.000000,Jalen Hurts,QB,0.373333,11.000000,Jalen Hurts,QB,0.458333,9.000000,0.145833,0.413333,0.479167,0.479167,0.000000,1.000000,Jalen Hurts,QB,0.452800
2024,D'Andre Swift,CHI,56.500000,212.500000,12.500000,35.215800,58.393534,229.000000,49.000000,0.308046,0.355140,0.415385,0.400000,Jalen Hurts,QB,0.383178,15.000000,Jalen Hurts,QB,0.400000,14.000000,Jalen Hurts,QB,0.457143,13.000000,0.114286,0.400000,0.457143,0.457143,0.000000,1.000000,Jalen Hurts,QB,0.590028
2025,Saquon Barkley,PHI,2.500000,232.300000,14.518750,6.040608,19.047546,348.000000,43.000000,0.421927,0.463768,0.455882,0.434783,Jalen Hurts,QB,0.326087,14.000000,Jalen Hurts,QB,0.397059,13.000000,Jalen Hurts,QB,0.456522,11.000000,0.065217,0.426471,0.500000,0.500000,0.000000,1.000000,Jalen Hurts,QB,0.773157
2025,Will Shipley,PHI,151.200000,19.500000,2.437500,-62.166693,-72.686385,30.000000,4.000000,0.037652,0.021739,0.000000,0.000000,Saquon Barkley,RB,0.463768,6.000000,Saquon Barkley,RB,0.455882,4.000000,Jalen Hurts,QB,0.456522,11.000000,0.434783,0.426471,0.500000,0.500000,0.000000,1.000000,Jalen Hurts,QB,0.773157
2023,James Cook III,BUF,77.600000,236.700000,13.923529,80.366938,85.103616,89.000000,32.000000,0.142487,0.164557,0.105263,0.000000,Devin Singletary,RB,0.443038,4.000000,Devin Singletary,RB,0.447368,4.000000,Devin Singletary,RB,0.454545,4.000000,0.454545,0.394737,0.500000,0.454545,0.045455,1.000000,Devin Singletary,RB,0.834711
2023,Devin Singletary,HOU,130.700000,163.100000,10.193750,66.872303,62.827230,177.000000,52.000000,0.278497,0.443038,0.447368,0.454545,Josh Allen,QB,0.303797,6.000000,Josh Allen,QB,0.342105,5.000000,Josh Allen,QB,0.454545,5.000000,0.045455,0.394737,0.500000,0.454545,0.045455,1.000000,Josh Allen,QB,0.834711
2024,Jaleel McLaughlin,DEN,126.600000,99.200000,6.200000,-7.339926,-13.733382,76.000000,36.000000,0.138065,0.086420,0.102564,0.090909,Javonte Williams,RB,0.543210,3.000000,Javonte Williams,RB,0.487179,3.000000,Javonte Williams,RB,0.454545,3.000000,0.454545,0.205128,0.272727,0.272727,0.000000,1.000000,Javonte Williams,RB,0.445312
2024,Antonio Gibson,NE,158.600000,103.300000,6.076471,29.054179,34.280231,65.000000,59.000000,0.147906,0.150000,0.035714,0.050000,Brian Robinson,RB,0.466667,5.000000,Brian Robinson,RB,0.500000,3.000000,Brian Robinson,RB,0.450000,2.000000,0.450000,0.285714,0.300000,0.250000,0.050000,1.000000,Brian Robinson,RB,0.469388
2022,Aaron Jones Sr.,GB,14.900000,252.600000,14.858824,24.381456,17.277249,171.000000,65.000000,0.268999,0.362637,0.340909,0.320000,A.J. Dillon,RB,0.450549,5.000000,A.J. Dillon,RB,0.477273,5.000000,A.J. Dillon,RB,0.440000,4.000000,0.440000,0.113636,0.160000,0.160000,0.000000,1.000000,A.J. Dillon,RB,0.428571
2024,Bijan Robinson,ATL,4.900000,339.700000,19.982353,110.341556,106.773511,214.000000,86.000000,0.323424,0.277108,0.324324,0.187500,Tyler Allgeier,RB,0.445783,3.000000,Tyler Allgeier,RB,0.297297,3.000000,Tyler Allgeier,RB,0.437500,3.000000,0.437500,0.243243,0.250000,0.125000,0.125000,1.000000,Tyler Allgeier,RB,0.430556
2025,David Montgomery,HOU,60.300000,162.800000,9.576471,-7.255908,12.324179,186.000000,38.000000,0.242358,0.423729,0.515152,0.461538,Jahmyr Gibbs,RB,0.457627,12.000000,Jahmyr Gibbs,RB,0.393939,10.000000,Jahmyr Gibbs,RB,0.435897,9.000000,0.435897,0.045455,0.076923,0.051282,0.025641,1.000000,Jahmyr Gibbs,RB,0.473765
2024,Aaron Jones Sr.,MIN,46.000000,247.600000,14.564706,59.719297,96.509305,142.000000,43.000000,0.214197,0.387097,0.277778,0.304348,AJ Dillon,RB,0.387097,2.000000,AJ Dillon,RB,0.500000,2.000000,AJ Dillon,RB,0.434783,2.000000,0.434783,0.194444,0.217391,0.173913,0.043478,1.000000,AJ Dillon,RB,0.462963
2022,Melvin Gordon III,KC,85.400000,0.000000,0.000000,-154.570697,-143.699569,203.000000,38.000000,0.287671,0.470588,0.466667,0.478261,Javonte Williams,RB,0.364706,4.000000,Javonte Williams,RB,0.466667,4.000000,Javonte Williams,RB,0.434783,3.000000,0.434783,0.066667,0.086957,0.086957,0.000000,1.000000,Javonte Williams,RB,0.501134
2025,Zach Charbonnet,SEA,99.400000,179.400000,11.212500,47.364095,27.562920,135.000000,52.000000,0.226054,0.406780,0.485714,0.464286,Kenneth Walker III,RB,0.389831,5.000000,Kenneth Walker III,RB,0.428571,4.000000,Kenneth Walker III,RB,0.428571,4.000000,0.428571,0.085714,0.107143,0.107143,0.000000,1.000000,Kenneth Walker III,RB,0.500800
2022,Jamaal Williams,DET,121.700000,227.900000,13.405882,111.250110,100.601307,153.000000,28.000000,0.217762,0.428571,0.344828,0.357143,D'Andre Swift,RB,0.357143,4.000000,D'Andre Swift,RB,0.379310,3.000000,D'Andre Swift,RB,0.428571,2.000000,0.428571,0.103448,0.071429,0.071429,0.000000,1.000000,D'Andre Swift,RB,0.384615
2022,Devin Singletary,BUF,74.400000,183.900000,11.493750,17.838150,-4.495268,188.000000,50.000000,0.266979,0.363636,0.310345,0.333333,Josh Allen,QB,0.309091,6.000000,Josh Allen,QB,0.327586,5.000000,Josh Allen,QB,0.416667,3.000000,0.208333,0.379310,0.458333,0.458333,0.000000,1.000000,Josh Allen,QB,0.526627
2023,David Montgomery,DET,76.800000,207.200000,14.800000,49.961396,103.470659,201.000000,40.000000,0.305592,0.395349,0.380952,0.166667,Justin Fields,QB,0.279070,5.000000,Justin Fields,QB,0.333333,5.000000,Justin Fields,QB,0.416667,5.000000,0.333333,0.333333,0.416667,0.416667,0.000000,1.000000,Justin Fields,QB,0.428571
2023,Khalil Herbert,CHI,94.400000,112.500000,9.375000,-24.816676,-9.535863,129.000000,12.000000,0.179454,0.232558,0.190476,0.333333,David Montgomery,RB,0.395349,5.000000,David Montgomery,RB,0.380952,5.000000,Justin Fields,QB,0.416667,5.000000,0.166667,0.333333,0.416667,0.416667,0.000000,1.000000,Justin Fields,QB,0.428571
2023,Brian Robinson,WAS,94.200000,200.100000,13.340000,62.556939,44.786894,205.000000,12.000000,0.245413,0.296296,0.325581,0.375000,Antonio Gibson,RB,0.320988,3.000000,Antonio Gibson,RB,0.372093,3.000000,Antonio Gibson,RB,0.416667,3.000000,0.416667,0.209302,0.166667,0.166667,0.000000,1.000000,Antonio Gibson,RB,0.455000
2022,Darrell Henderson Jr.,JAX,111.900000,0.000000,0.000000,-126.887463,-127.870676,149.000000,40.000000,0.220025,0.317073,0.325000,0.529412,Sony Michel,RB,0.560976,4.000000,Sony Michel,RB,0.600000,4.000000,Sony Michel,RB,0.411765,4.000000,0.411765,0.075000,0.058824,0.058824,0.000000,1.000000,Sony Michel,RB,0.507812
2023,Cordarrelle Patterson,ATL,132.400000,36.900000,3.354545,-57.403420,-48.313453,144.000000,31.000000,0.204461,0.274336,0.255319,0.296296,Tyler Allgeier,RB,0.353982,3.000000,Tyler Allgeier,RB,0.382979,3.000000,Tyler Allgeier,RB,0.407407,3.000000,0.407407,0.170213,0.185185,0.185185,0.000000,1.000000,Tyler Allgeier,RB,0.400826
2023,Javonte Williams,DEN,72.800000,177.200000,11.075000,15.433684,28.416020,47.000000,23.000000,0.080666,0.097561,0.137931,0.100000,M.Gordon,UNK,0.341463,2.000000,Latavius Murray,RB,0.379310,5.000000,M.Gordon,UNK,0.400000,2.000000,0.350000,0.448276,0.500000,0.100000,0.000000,1.000000,M.Gordon,UNK,0.540000
